,qnum,orig_label,question,prompt,response,total,dem,ind,rep
286,48,2V,Encourage or Discourage Careers for Hypothetical Daughter — Religious leader,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,17,13,21,15
287,48,2V,Encourage or Discourage Careers for Hypothetical Daughter — Religious leader,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,101,100,99
288,49,2W,Encourage or Discourage Careers for Hypothetical Daughter — Politician,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,17,20,13,17
289,49,2W,Encourage or Discourage Careers for Hypothetical Daughter — Politician,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,23,27,21,23
290,49,2W,Encourage or Discourage Careers for Hypothetical Daughter — Politician,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,20,23,18,19
291,49,2W,Encourage or Discourage Careers for Hypothetical Daughter — Politician,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,28,20,30,31
292,49,2W,Encourage or Discourage Careers for Hypothetical Daughter — Politician,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,13,10,17,9
293,49,2W,Encourage or Discourage Careers for Hypothetical Daughter — Politician,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,101,100,99,99
294,50,2X,Encourage or Discourage Careers for Hypothetical Daughter — Podcaster,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,16,18,15,14
295,50,2X,Encourage or Discourage Careers for Hypothetical Daughter — Podcaster,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,28,29,28,28
296,50,2X,Encourage or Discourage Careers for Hypothetical Daughter — Podcaster,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,23,26,20,23
297,50,2X,Encourage or Discourage Careers for Hypothetical Daughter — Podcaster,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,19,16,19,22
298,50,2X,Encourage or Discourage Careers for Hypothetical Daughter — Podcaster,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,14,10,18,12
299,50,2X,Encourage or Discourage Careers for Hypothetical Daughter — Podcaster,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,99,100,99
300,51,2Y,Encourage or Discourage Careers for Hypothetical Daughter — Oil rig worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,14,13,13,16
301,51,2Y,Encourage or Discourage Careers for Hypothetical Daughter — Oil rig worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,20,18,21,21
302,51,2Y,Encourage or Discourage Careers for Hypothetical Daughter — Oil rig worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,24,23,27,23
303,51,2Y,Encourage or Discourage Careers for Hypothetical Daughter — Oil rig worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,31,37,26,31
304,51,2Y,Encourage or Discourage Careers for Hypothetical Daughter — Oil rig worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,10,9,12,9
305,51,2Y,Encourage or Discourage Careers for Hypothetical Daughter — Oil rig worker,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,99,100,99,100
306,52,2Z,Encourage or Discourage Careers for Hypothetical Daughter — Truck driver,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly encourage,14,15,12,15
307,52,2Z,Encourage or Discourage Careers for Hypothetical Daughter — Truck driver,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat encourage,31,28,37,29
308,52,2Z,Encourage or Discourage Careers for Hypothetical Daughter — Truck driver,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Somewhat discourage,23,26,21,22
309,52,2Z,Encourage or Discourage Careers for Hypothetical Daughter — Truck driver,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Strongly discourage,22,23,16,26
310,52,2Z,Encourage or Discourage Careers for Hypothetical Daughter — Truck driver,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Not sure,10,8,14,8
311,52,2Z,Encourage or Discourage Careers for Hypothetical Daughter — Truck driver,"Imagine you are the parent of a teenage daughter who is starting to consider what she wants to be in the future. If your daughter asked for your advice,",Totals,100,100,100,100
